"HolderAddress","Quantity","PendingBalanceUpdate"
"0x10a6f837f7af9a489c544069fe122861d3402c3f","4","No"
"0xcab8736dbe52971e33e54d095e299bcced2012a2","4","No"
"0xa179ccf27071d73b98b22879a7d9636093119f92","4","No"
"0x4171c9d2d4515c3f8f42409ace7373faf6a5c125","4","No"
"0x04d7c2ee4cdbac9a0fc46d3e35e79aba5cca471d","4","No"
"0x494c91408065b6f7f6dd7c3a295e6b46b4995bdd","4","No"
"0xb1160bdb2935aef7cb655b24803872664780c62d","4","No"
"0xe3cd780793122c4a4f4bb451a7c4d70898eba847","4","No"
"0xb1d9080628628f29652e3ea18de97e94085a3833","4","No"
"0xea92cfde706997af996e4003548aaf1053f836b4","4","No"
"0x7d8f76231883c9dee51c2eb6c53acc58b042497d","4","No"
"0x108ebd880348d3e8a58e9676ba9d8d4a088b7d5a","4","No"
"0x1edcccddb214cd3c20613708d9c9ead9cd2476db","4","No"
"0x0c450eee8c1cb3110ad17aa0bba649870b234f8e","4","No"
"0xebc48e8db0d9203db04512ec4a8030cf2a43c384","4","No"
"0xdb66ca718370af90e95d7f49f2143c438c6d88eb","4","No"
"0x1d75f0f2a91c5929d7a69ebe5a94bff9544b9c25","4","No"
"0x99bc182ca260be9a54a119fed66cd113a50d12ea","4","No"
"0xfdc3888d7d561f4785acb86393951cd902e8be97","4","No"
"0xfb3d33bf037a75e7cc4f7a26f9e94f25efe6bee8","4","No"
"0x196fbe6fe43710d48c248771b06ec57eb49eafc3","4","No"
"0x8316941e4b91d3e0763355a6804ed0c0ac844f37","4","No"
"0x2ac3b41a2acfdf5dc25d19c2f080b6fa40b6c583","4","No"
"0x12658382665d900bd431bd53d1eeaa605f8b0b7e","4","No"
"0x6db7dcf200c2a26ab93a7a15e8c51714769785b6","4","No"
"0x9341979aa527607d9d0e8d23973d7467269a9ae3","4","No"
"0x6fef083cd07c02e5d0c6f0c28695b2a8a8e85a03","4","No"
"0x0eacbaa94aecc4e51d299a99915f64ee96f3b468","4","No"
